MPC, 0.223991379431, circle, -1.6, 0.2, 0.7, 60, 3
MPC, 0.242273192208, circle, -1.6, 0.2, 1.57, 60, 3
MPC, 0.240566438781, circle, -1.6, -1.0, -0.5, 60, 3
MPC, 0.467825040099, circle, -1.6, -1.0, -1.57, 60, 3
MPC, 0.17771541174, circle, -1.6, 0.2, 0.7, 60, 5
MPC, 0.243703292904, circle, -1.6, 0.2, 1.57, 60, 5
MPC, 0.0274378956754, circle, -1.6, 0.2, 1.57, 60, 5
MPC, 0.258549787453, circle, -1.6, -1.0, -0.5, 60, 5
MPC, 0.508920382179, circle, -1.6, -1.0, -1.57, 60, 5
